Den Letzten beißen die Hunde.;Wer zu spät kommt, wird bestraft.;;;;;;;;;;;;;;;;;;;;;;;;;;
Der Apfel fällt nicht weit vom Stamm.;Kinder ähneln in Verhalten oder Charakter oft ihren Eltern.;;;;;;;;;;;;;;;;;;;;;;;;;;
Der Geist ist willig, aber das Fleisch ist schwach.;Man hat gute Absichten, aber körperliche oder emotionale Schwäche verhindern die Umsetzung.;;;;;;;;;;;;;;;;;;;;;;;;;;
Der Krug geht so lange zum Brunnen, bis er bricht.;Wer ein Risiko immer wieder eingeht, wird irgendwann scheitern.;;;;;;;;;;;;;;;;;;;;;;;;;;
Der dümmste Bauer hat die dicksten Kartoffeln.;Auch weniger kluge Menschen haben oft Erfolg.;;;;;;;;;;;;;;;;;;;;;;;;;;
Der Fisch stinkt vom Kopfe her.;Probleme beginnen oft bei der Führung oder Leitung.;;;;;;;;;;;;;;;;;;;;;;;;;;
Der frühe Vogel fängt den Wurm.;Wer früh beginnt, hat die besten Chancen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Der Teufel steckt im Detail.;Kleine Fehler, die man leicht übersieht, können große Probleme verursachen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Der Ton macht die Musik.;Die Art, wie etwas gesagt wird, ist genauso wichtig wie der Inhalt.;;;;;;;;;;;;;;;;;;;;;;;;;;
Der Weg ist das Ziel.;Die Erfahrungen auf dem Weg zu einem Ziel sind oft wichtiger als das Erreichen des Ziels selbst.;;;;;;;;;;;;;;;;;;;;;;;;;;
Des einen Freud, des anderen Leid.;Wenn einer gewinnt, gibt es häufig auch einen Verlierer.;;;;;;;;;;;;;;;;;;;;;;;;;;
Die Axt im Haus erspart den Zimmermann.;Wer sich selbst zu helfen weiß, spart sich externe Hilfe und Kosten.;;;;;;;;;;;;;;;;;;;;;;;;;;
Ehrlich währt am längsten.;Ehrlichkeit zahlt sich langfristig aus.;;;;;;;;;;;;;;;;;;;;;;;;;;
Ein gebranntes Kind scheut das Feuer.;Wer einmal schlechte Erfahrungen gemacht hat, ist in ähnlichen Situationen vorsichtig.;;;;;;;;;;;;;;;;;;;;;;;;;;
Eine Hand wäscht die andere.;Gegenseitige Hilfe ist selbstverständlich.;;;;;;;;;;;;;;;;;;;;;;;;;;
Eine Krähe hackt der anderen kein Auge aus.;Menschen einer Gruppe halten zusammen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Eine Schwalbe macht noch keinen Sommer.;Ein einziges Ereignis bedeutet noch keine dauerhafte Veränderung.;;;;;;;;;;;;;;;;;;;;;;;;;;
Einem geschenkten Gaul guckt/schaut man nicht ins Maul.;Geschenke sollte man nicht kritisieren.;;;;;;;;;;;;;;;;;;;;;;;;;;
Ein Unglück kommt selten allein.;Probleme treten oft zusammen auf.;;;;;;;;;;;;;;;;;;;;;;;;;;
Ende gut, alles gut.;Wenn das Ergebnis stimmt, sind alle vorherigen Schwierigkeiten vergessen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Es ist nicht alles Gold, was glänzt.;Nicht alles, was gut wirkt, ist auch wirklich gut.;;;;;;;;;;;;;;;;;;;;;;;;;;
Es ist noch kein Meister vom Himmel gefallen.;Niemand ist von Anfang an perfekt. Können und Expertise erfordern Zeit und Übung.;;;;;;;;;;;;;;;;;;;;;;;;;;
Es wird nichts so heiß gegessen, wie es gekocht wird.;Dinge sind oft weniger schlimm, als sie zuerst erscheinen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Gegensätze ziehen sich an.;Unterschiedliche Menschen fühlen sich oft zueinander hingezogen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Geld allein macht nicht glücklich.;Materieller Wohlstand bringt nicht automatisch Zufriedenheit oder Glück.;;;;;;;;;;;;;;;;;;;;;;;;;;
Geld stinkt nicht.;Es spielt keine Rolle, woher das Geld kommt, denn es ist immer gleich wertvoll.;;;;;;;;;;;;;;;;;;;;;;;;;;
Gelegenheit macht Diebe.;Menschen, die sonst ehrlich sind, können in Versuchung geraten, wenn sich eine günstige Gelegenheit bietet.;;;;;;;;;;;;;;;;;;;;;;;;;;
Glaube kann Berge versetzen.;Glaube oder Zuversicht können scheinbar Unmögliches möglich machen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Gleich und gleich gesellt sich gern.;Menschen mit ähnlichen Interessen oder Eigenschaften finden oft zueinander.;;;;;;;;;;;;;;;;;;;;;;;;;;
Glück im Spiel, Pech in der Liebe.;Wer im Spiel Glück hat, hat oft kein Glück in der Liebe (und umgekehrt).;;;;;;;;;;;;;;;;;;;;;;;;;;
Gut Ding will Weile haben.;Die Schaffung von Hochwertigem braucht oft viel Zeit.;;;;;;;;;;;;;;;;;;;;;;;;;;
Guter Rat ist teuer.;Es ist oft schwer, wertvollen oder hilfreichen Rat zu bekommen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Handwerk hat goldenen Boden.;Handwerkliche Arbeit ist eine lohnende und sichere Einkommensquelle.;;;;;;;;;;;;;;;;;;;;;;;;;;
Harte Schale, weicher Kern.;Menschen, die nach außen stark und hart wirken, haben oft eine empfindsame Seite.;;;;;;;;;;;;;;;;;;;;;;;;;;
Hochmut kommt vor dem Fall.;Überheblichkeit und Selbstüberschätzung führen zum Scheitern.;;;;;;;;;;;;;;;;;;;;;;;;;;
Hunde, die bellen, beißen nicht.;Wer viel droht oder schimpft, ist oft harmlos.;;;;;;;;;;;;;;;;;;;;;;;;;;
Ich glaub, mein Schwein pfeift.;Ausruf des Erstaunens oder Unglaubens.;;;;;;;;;;;;;;;;;;;;;;;;;;
In der Kürze liegt die Würze.;Je kürzer etwas ist, desto besser oder wirkungsvoller ist es.;;;;;;;;;;;;;;;;;;;;;;;;;;
In der Not frisst der Teufel Fliegen.;In schwierigen Zeiten nimmt man auch weniger wünschenswerte Dinge in Kauf.;;;;;;;;;;;;;;;;;;;;;;;;;;
Ist die Katze aus dem Haus, tanzen die Mäuse auf dem Tisch.;Wenn die Aufsicht weg ist, machen alle, was sie wollen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Jedem Tierchen sein Pläsierchen.;Jeder hat seine eigenen Vorlieben oder Eigenheiten und das ist in Ordnung.;;;;;;;;;;;;;;;;;;;;;;;;;;
Jeder ist seines Glückes Schmied.;Jeder ist für sein eigenes Glück verantwortlich.;;;;;;;;;;;;;;;;;;;;;;;;;;
Jeder Topf findet seinen Deckel.;Für jeden Menschen gibt es den passenden Partner.;;;;;;;;;;;;;;;;;;;;;;;;;;
Keine Antwort ist auch eine Antwort.;Schweigen kann ebenso eine klare Botschaft sein wie eine gesprochene Antwort.;;;;;;;;;;;;;;;;;;;;;;;;;;
Kleider machen Leute.;Das äußere Erscheinungsbild beeinflusst, wie Menschen wahrgenommen werden.;;;;;;;;;;;;;;;;;;;;;;;;;;
Kleinvieh macht auch Mist.;Kleine Beiträge können sich schnell zu großen summieren.;;;;;;;;;;;;;;;;;;;;;;;;;;
Kindermund tut Wahrheit kund.;Kinder sprechen oft aus, was sich Erwachsene nicht zu sagen trauen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Lieber den Spatz in der Hand als die Taube auf dem Dach.;Lieber etwas Kleines sicher haben als auf etwas Großes bloß zu hoffen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Lügen haben kurze Beine.;Lügen werden meistens schnell entlarvt.;;;;;;;;;;;;;;;;;;;;;;;;;;
Man erntet, was man sät.;Man bekommt, was man verdient.;;;;;;;;;;;;;;;;;;;;;;;;;;
Man lernt nie aus.;Man kann immer etwas Neues lernen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Man muss das Eisen schmieden, solange es heiß ist.;Man sollte günstige Gelegenheiten sofort nutzen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Man soll den Tag nicht vor dem Abend loben.;Man sollte Erfolge nicht voreilig feiern.;;;;;;;;;;;;;;;;;;;;;;;;;;
Mit Speck fängt man Mäuse.;Mit den richtigen Mitteln kann man andere leicht für etwas gewinnen oder überzeugen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Morgenstund hat Gold im Mund.;Frühaufsteher haben oft mehr Erfolg im Leben.;;;;;;;;;;;;;;;;;;;;;;;;;;
Mühsam ernährt sich das Eichhörnchen.;Erfolge werden oft nur langsam und durch harte Arbeit erzielt.;;;;;;;;;;;;;;;;;;;;;;;;;;
Müßiggang ist aller Laster Anfang.;Faulheit oder Untätigkeit führt oft zu schlechten Angewohnheiten oder falschem Verhalten.;;;;;;;;;;;;;;;;;;;;;;;;;;
Nach Regen kommt Sonnenschein.;Auf schwere Zeiten folgen wieder gute Zeiten.;;;;;;;;;;;;;;;;;;;;;;;;;;
Nachts sind alle Katzen grau.;Im Dunkeln erscheinen alle Dinge gleich.;;;;;;;;;;;;;;;;;;;;;;;;;;
Neue Besen kehren gut.;Eine Erneuerung bringt oft frischen Schwung.;;;;;;;;;;;;;;;;;;;;;;;;;;
Ohne Fleiß kein Preis.;Nur durch harte Arbeit hat man Erfolg.;;;;;;;;;;;;;;;;;;;;;;;;;;
Ohne Moos nichts los.;Ohne Geld ist es schwer, etwas zu erreichen oder zu unternehmen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Papier ist geduldig.;Nur weil man etwas aufschreibt, heißt es nicht, dass es auch gemacht wird.;;;;;;;;;;;;;;;;;;;;;;;;;;
Probieren geht über Studieren.;Ausprobieren bringt oft mehr Erkenntnisse als bloße Theorie.;;;;;;;;;;;;;;;;;;;;;;;;;;
Reden ist Silber, Schweigen ist Gold.;Es ist besser zu schweigen, als sich voreilig oder unüberlegt zu einem Thema zu äußern.;;;;;;;;;;;;;;;;;;;;;;;;;;
Rom wurde nicht an einem Tag erbaut.;Um große Vorhaben oder Projekte zu verwirklichen, braucht es Zeit.;;;;;;;;;;;;;;;;;;;;;;;;;;
Scherben bringen Glück.;Tröstlicher Spruch, wenn etwas kaputt geht.;;;;;;;;;;;;;;;;;;;;;;;;;;
Schuster, bleib bei deinen Leisten!;Man sollte sich nicht in Dinge einmischen, von denen man keine Ahnung hat.;;;;;;;;;;;;;;;;;;;;;;;;;;
Steter Tropfen höhlt den Stein.;Mit Ausdauer und Beharrlichkeit kann man auch große Herausforderungen bewältigen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Stille Wasser sind tief.;Zurückhaltende Menschen haben oft tiefgründige Gedanken oder unerwartete Fähigkeiten.;;;;;;;;;;;;;;;;;;;;;;;;;;
Übung macht den Meister.;Wer regelmäßig übt, kann es zur Meisterschaft bringen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Viele Köche verderben den Brei.;Wenn zu viele Personen an etwas beteiligt sind, führt dies oft zu Chaos und schlechten Ergebnissen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Was du heute kannst besorgen, das verschiebe nicht auf morgen.;Man sollte die Erledigung von Aufgaben nicht unnötig aufschieben.;;;;;;;;;;;;;;;;;;;;;;;;;;
Was Hänschen nicht lernt, lernt Hans nimmer mehr.;Was man als Kind nicht lernt, fällt einem im Erwachsenenalter viel schwerer zu erlernen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Was ich nicht weiß, macht mich nicht heiß.;Was man nicht weiß, kann einen auch nicht beunruhigen oder belasten.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wenn zwei sich streiten, freut sich der Dritte.;Wenn zwei Parteien in Konflikt geraten, profitiert oft ein unbeteiligter Dritter von der Situation.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer A sagt, muss auch B sagen.;Wer etwas beginnt, muss auch den notwendigen nächsten Schritt tun.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer anderen eine Grube gräbt, fällt selbst hinein.;Wer versucht, anderen zu schaden, wird oft selbst die negativen Folgen seiner Taten erfahren.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer den Pfennig nicht ehrt, ist des Talers nicht wert.;Wer kleine Geldbeträge nicht wertschätzt, verdient es nicht, reich zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer die Wahl hat, hat die Qual.;Entscheidungen zu treffen ist oft schwierig, besonders wenn es viele Optionen gibt.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer einmal lügt, dem glaubt man nicht.;Wer einmal die Unwahrheit sagt und dabei erwischt wird, verliert das Vertrauen der anderen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer im Glashaus sitzt, soll nicht mit Steinen werfen.;Man sollte andere nicht kritisieren, wenn man selbst angreifbar ist.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer nicht hören will, muss fühlen.;Wer Ratschläge oder Warnungen ignoriert, lernt oft nur dadurch, dass er die Folgen seines Handelns spürt.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer nicht kommt zur rechten Zeit, der muss nehmen, was übrig bleibt.;Wer zu spät kommt, verpasst oft die besten Möglichkeiten.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer nicht wagt, der nicht gewinnt.;Wer nicht bereit ist, Risiken einzugehen, wird keinen Erfolg haben.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer rastet, der rostet.;Wer inaktiv ist oder sich nicht weiterentwickelt, verliert seine Fähigkeiten.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer schön sein will, muss leiden.;Schönheit erfordert oft besondere Anstrengungen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer solche Freunde hat, braucht keine Feinde mehr.;Manchmal sind Freunde, die einem schaden wollen, schlimmer als echte Feinde.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer Wind sät, wird Sturm ernten.;Wer jemandem Schaden zufügt, muss damit rechnen, dass dieser noch härter zurückschlägt.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer zuerst kommt, mahlt zuerst.;Die Person, die zuerst kommt oder ihr Anliegen zuerst äußert, ist auch zuerst dran.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer zuletzt lacht, lacht am besten.;Entscheidend ist, wer am Ende Erfolg hat. Zwischenergebnisse sind unbedeutend.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wer zu spät kommt, den bestraft das Leben.;Wer Chancen oder Gelegenheiten verpasst, wird die negativen Konsequenzen spüren.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wie du mir, so ich dir.;Man behandelt andere so, wie man selbst von ihnen behandelt wird.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wie man sich bettet, so liegt man.;Die eigenen Entscheidungen und Verhaltensweisen beeinflussen die Ergebnisse, die man erhält.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wo gehobelt wird, da fallen Späne.;In Veränderungsprozessen lassen sich Probleme und Nebenwirkungen oft nicht vermeiden.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wo kein Kläger, da kein Richter.;Wenn niemand etwas anprangert, gibt es auch keine Konsequenzen.;;;;;;;;;;;;;;;;;;;;;;;;;;
Wo Rauch aufsteigt, da ist auch Feuer.;Wo es Anzeichen für einen Missstand gibt, liegt oft auch wirklich ein Problem vor.;;;;;;;;;;;;;;;;;;;;;;;;;;
A und O;Das Wesentliche, Wichtigste;Die Redewendung leitet sich vom ersten und letzten Buchstaben des griechischen Alphabets ab: Alpha und Omega.;;;;;;;;;;;;;;;;;;;;;;;;;
Abgehen wie Schmidts Katze;Schnell an Tempo/Intensität zulegen;;;;;;;;;;;;;;;;;;;;;;;;;;
Abwarten und Tee trinken;Sich in Geduld üben, man braucht sich nicht zu beunruhigen;;;;;;;;;;;;;;;;;;;;;;;;;;
Ach du grüne Neune!;Ausdruck des Erschreckens;Die erste Theorie beruft sich auf das Kartenlegen. In früheren Zeiten war es üblich, dass Wahrsager/-innen auf Jahrmärkten Karten legten, um die Zukunft vorauszusagen. Zumeist wurden dafür französische Spielkarten verwendet. Die Karte ‚Pik Neun‘, die auch als ‚Grün Neun‘ bezeichnet wurde, stand dabei für eine düstere Zukunft und war entsprechend gefürchtet. Daraus hat sich laut Theorie der Ausruf ‚Ach du grüne Neune!‘ ergeben, um auszudrücken, dass etwas ‚Unheilvolles‘ passiert ist.;;;;;;;;;;;;;;;;;;;;;;;;;
Ach und Krach;Gerade eben noch;;;;;;;;;;;;;;;;;;;;;;;;;;
Alte Leier;Oft wiederholte, längst bekannte Information;;;;;;;;;;;;;;;;;;;;;;;;;;
Am Arsch der Welt;Sehr weit entfernt;;;;;;;;;;;;;;;;;;;;;;;;;;
Am Ball bleiben;Ein Ziel weiterverfolgen;;;;;;;;;;;;;;;;;;;;;;;;;;
Am Hungertuch nagen;Sich stark einschränken müssen;;;;;;;;;;;;;;;;;;;;;;;;;;
An den Kragen gehen;Jemanden zur Verantwortung ziehen;;;;;;;;;;;;;;;;;;;;;;;;;;
An den Pranger stellen;Öffentlich beschuldigt werden, bloßgestellt werden;;;;;;;;;;;;;;;;;;;;;;;;;;
Äpfel mit Birnen vergleichen;Dinge vergleichen, die nicht vergleichbar sind;;;;;;;;;;;;;;;;;;;;;;;;;;
Ass im Ärmel;Einen geheimen, vorteilhaften Plan haben;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf Achse sein;Unterwegs/in Bewegung sein;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf dem Schirm haben;Etwas wahrnehmen, beachten, an etwas denken, etwas im Kopf haben;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf dem Schlauch stehen;Etwas nicht begreifen;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf den Leim gehen;Sich von einer Person täuschen lassen;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf den Schlips treten;Jemanden verletzen, brüskieren;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf den Zahn fühlen;Wissen/Fähigkeiten einer Person prüfen;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf die Palme bringen;Aufregen;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf die Sprünge helfen;Jemandem Tipps geben;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf Heller und Pfennig;Bis auf den letzten Rest;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf Krawall gebürstet sein;Auf Ärger aus sein;;;;;;;;;;;;;;;;;;;;;;;;;;
Auf Wolke sieben;Verliebt sein;;;;;;;;;;;;;;;;;;;;;;;;;;
Augen zu und durch;Etwas trotz Bedenken/Risiken durchziehen;;;;;;;;;;;;;;;;;;;;;;;;;;
Aus der Bahn geworfen werden;In eine Krise geraten;;;;;;;;;;;;;;;;;;;;;;;;;;
Aus allen Wolken fallen;Überrascht sein;;;;;;;;;;;;;;;;;;;;;;;;;;
Wie Phönix aus der Asche;Der Mythos des Phönix geht zurück auf das antike Griechenland. Die Gestalt des Phönix wird erstmals vom griechischen Geschichtsschreiber Herodot (ca. 490/480–424 v. Chr.) beschrieben. Erst in der Zeit des Hellenismus verbreiteten griechische und römische Autoren die Vorstellung, dass der Phönix aus der Asche des Osiris hervorgegangen sei und mehrere Jahrhunderte alt werde. Am Ende seines Lebens baut sich der Phönix ein Nest, in dem er schließlich in Flammen aufgeht. Nach dem Verbrennungstod des Vogels bleibt ein Ei in der Asche zurück, aus dem ein neuer Phönix schlüpft. In Analogie dazu wurde der Phönix zum Symbol der ewigen Stadt Rom. Später symbolisierte er auch die Auferstehung Christi.;;;;;;;;;;;;;;;;;;;;;;;;;;
Vom Regen in die Traufe;Das Wort ‚Traufe‘ stammt vom mittelhochdeutschen Begriff ‚troufen‘ ab, was so viel wie ‚triefen‘ bedeutet. Heute bezeichnet das Wort ‚Traufe‘ die Tropfkante am Dach eines Gebäudes, an der das Regenwasser hinunterläuft.;Bei Regen sammelt sich das Wasser vom Dach in der Dachrinne und fließt dann schwallartig durch die Traufe ab. Wenn sich nun eine Person Schutz suchend unter das Dach stellt und dabei unter die Traufe gerät, wird sie dadurch erst recht nass.;;;;;;;;;;;;;;;;;;;;;;;;;
Trick 17;Im Jahr 1796 hat der deutsche Mathematiker Carl Friedrich Gauß aufgezeigt, dass man allein mit Lineal und Zirkel ein Siebzehneck erstellen kann. Die Anleitung dazu wurde später als ‚Trick 17‘ bezeichnet. Eine weitere Theorie sieht einen Zusammenhang zum Ersten Weltkrieg (1914–1918). Das französische Heer hatte einen ‚plan dix-sept‘ (‚Plan 17‘), um die Region Elsaß-Lothringen zu verteidigen. Die deutsche Wehrmacht durchkreuzte den Plan zu ihrem eigenen Vorteil. In Anlehnung an ‚plan dix-sept‘ entstand im deutschen Sprachgebrauch ‚Trick 17‘.;;;;;;;;;;;;;;;;;;;;;;;;;;
Schema F;Ab 1861 mussten die Befehlshaber in Kriegen einen sog. ‚Frontrapport‘ an die preußische Armee abgeben. Dafür musste nach strengen Vorgaben ein Schema (= Formular) ausgefüllt werden, auf dem die Anzahl an kampffähigen Soldaten sowie einsatzbereiten Waffen aufgelistet wurde. Auf diese Weise hatte das preußische Militär einen Überblick über die Truppenstärke an der Front. Aus dem Formular (‚Schema‘) für den Frontrapport wurde das bekannte ‚Schema F‘.;;;;;;;;;;;;;;;;;;;;;;;;;;
Roter Faden;Als ‚roter Faden‘ wird der leitende Grundgedanke eines Textes, eine Richtlinie oder auch ein Grundmotiv verstanden. Er beschreibt außerdem etwas, das immer wiederkehrt und so eine typische Besonderheit darstellt.;Die Redewendung des ‚roten Fadens‘ stammt aus der Seefahrt. Damals kam es oft vor, dass Taue von den Schiffen gestohlen wurden. Die Briten haben daher etwa ab dem 18. Jahrhundert einen roten Faden in ihre Seile eingearbeitet, der nicht entfernt werden konnte, ohne das Seil zu zerstören. Dadurch waren die Seile der britischen Marine vor Diebstahl geschützt.;;;;;;;;;;;;;;;;;;;;;;;;;
Revue passieren lassen;Wenn wir etwas Revue passieren lassen, rufen wir uns etwas Vergangenes noch einmal in Erinnerung und gehen es gedanklich nochmal der Reihe nach durch.;Die Redewendung ‚Revue passieren lassen‘ setzt sich aus zwei Teilen zusammen, nämlich aus dem Begriff ‚Revue‘ und dem Ausdruck ‚etwas passieren lassen‘. Das Wort ‚Revue‘ leitet sich vom französischen Verb ‚revoir‘ für ‚wiedersehen‘ ab. Es bezeichnet im Deutschen eine Aufführung mit mehreren aufeinanderfolgenden sängerischen, tänzerischen und artistischen Darbietungen. Der Ausdruck ‚etwas passieren lassen‘ stammt ebenfalls aus dem Französischen. ‚Passer les troupes en revue‘ beschreibt das Vorbeiziehen marschierender Truppen. Daraus ergibt sich die übertragene Bedeutung, dass Erinnerungen und Bilder vor dem geistigen Auge vorüberziehen.;;;;;;;;;;;;;;;;;;;;;;;;;
Neben der Spur sein;Wenn jemand ‚neben der Spur‘ ist, dann ist die Person unkonzentriert oder verwirrt. Auch wenn jemand mit einer Annahme falsch liegt, kann die Wendung benutzt werden.;;;;;;;;;;;;;;;;;;;;;;;;;;
Innerer Schweinehund;Der ‚innere Schweinehund‘ ist ein Ausdruck für Faulheit oder das Aufschieben von Tätigkeiten, zu denen man sich nicht aufraffen kann, obwohl man sie als richtig erachtet.;;;;;;;;;;;;;;;;;;;;;;;;;;
Tacheles reden;Eine Person, die ‚Tacheles redet/spricht‘, sagt direkt und ohne Umschweife, was sie denkt. Die Redewendung bedeutet so viel wie ‚Klartext reden.;Das Wort ‚Tacheles‘ stammt aus dem Jiddischen. Das jiddische Wort ‚takhles‘ kann mit ‚Ziel‘ oder ‚Zweck‘ übersetzt werden. Wer also Tacheles redet, der bringt etwas zweckorientiert und zielführend zur Sprache. Der Begriff ‚Tacheles‘  fand zunächst in der ersten Hälfte des 20. Jahrhunderts Eingang in die deutsche Kaufmannssprache. Erst seit etwa 1970 wurde ‚Tacheles reden‘ als Modeausdruck in den allgemeinen Sprachgebrauch übernommen.;;;;;;;;;;;;;;;;;;;;;;;;;
Kraut und Rüben;Wenn etwas aussieht ‚wie Kraut und Rüben‘, dann ist damit gemeint, dass es unordentlich, unaufgeräumt oder durcheinander ist.;Theorie 1: Die erste Theorie besagt, dass die Redewendung, etwas ist ‚wie Kraut und Rüben‘, auf den früheren Ackerbau zurückzuführen ist. Damals wurden Kohlkraut und Kohlrüben, also Kraut und Rüben, oftmals zusammen auf einem Feld angebaut, während andere Gemüse- und Getreidesorten jeweils einzeln auf einem Feld kultiviert wurden. Theorie 2: Nach einer anderen Theorie liegt der Ursprung des Ausspruchs ‚wie Kraut und Rüben‘ in der Küche. Denn Kraut und Rüben wurden oft gemeinsam zu einem Eintopf verkocht.;;;;;;;;;;;;;;;;;;;;;;;;;
Gang nach Canossa;Wem ein ‚Gang nach Canossa‘ bevorsteht, der hat eine unangenehme Situation vor sich, weil er etwas beichten oder Reue zeigen muss.;Die Redewendung geht auf ein historisches Ereignis im 11. Jahrhundert zurück. Damals stritten König Heinrich IV. und die Kirche um das Verhältnis zwischen kirchlicher und weltlicher Macht. Schließlich verhängte der damalige Papst Gregor VII. den Kirchenbann über König Heinrich IV. Diese Strafe bedeutete Vogelfreiheit, das heißt, der Bestrafte hatte keine Rechte mehr und auch Heinrichs Untertanen waren ihm nicht mehr zu Gehorsam verpflichtet. Um diesen Bann aufzuheben, trat Heinrich den ‚Gang nach Canossa‘ an, wo sich der Papst zu dieser Zeit aufhielt, und bat um Verzeihung. Nachdem der König drei Tage lang demütig vor der Burg um Vergebung gebeten hatte, erteilte der Papst ihm schließlich Absolution. Dadurch bekam Henrich den Großteil seiner Handlungsfähigkeit zurück. Der Gang nach Canossa war für Heinrich IV. allerdings sehr anstrengend und demütigend. In dieser Bedeutung wird die Redewendung heute noch benutzt.;;;;;;;;;;;;;;;;;;;;;;;;;
Bärendienst erweisen;Jemanden unabsichtlich einen schlechten Dienst erweisen, obwohl man ihm eigentlich helfen wollte.;Die genaue Herkunft ist nicht eindeutig geklärt. Eine mögliche Erklärung ist, dass ein Bär, der einen Menschen aus seinem Winterschlaf reißt, ihm damit eher schadet als nützt, da der Mensch dann im Freien der Kälte ausgesetzt ist.;;;;;;;;;;;;;;;;;;;;;;;;;
Bauernopfer erbringen;Etwas Nachrangiges wird für etwas Wichtigere, Höherwertiges geopfert;Ursprünglich stammt dieser Ausdruck aus der Mythologie, wo Menschenopfer dargebracht wurden, um Götter zu besänftigen. Im übertragenen Sinne wird damit heute eine Person bezeichnet, die für die Interessen einer Gruppe geopfert wird.;;;;;;;;;;;;;;;;;;;;;;;;;
Beleidigte Leberwurst;Beleidigte, schmollende Person;Die genaue Herkunft ist nicht bekannt, aber der Ausdruck ist wohl eine bildliche Darstellung einer Person, die sich aufbläst und wichtig nimmt, wie eine Leberwurst, die in der Pfanne brutzelt.;;;;;;;;;;;;;;;;;;;;;;;;;
Binsenweisheit;Allgemein bekannte Tatsache;Der Begriff bezieht sich auf Binsen, die am Ufer von Gewässern wachsen und sehr häufig sind. Eine Binsenweisheit ist also etwas, das so offensichtlich ist wie ein Binsenfeld.;;;;;;;;;;;;;;;;;;;;;;;;;
Bis in die Puppen;Bis die tiefe Nacht hinein;"Die ""Puppe"" bezieht sich hier auf eine alte Bezeichnung für eine Puppe, die man zum Spielen benutzte. Kinder spielten oft lange damit, bis es dunkel wurde.";;;;;;;;;;;;;;;;;;;;;;;;;
Bis zum bitteren Ende;Etwas bis zum Schluss durchstehen, auch wenn es sehr schwierig ist.;Der Ausdruck drückt die Entschlossenheit aus, etwas trotz aller Widrigkeiten zu Ende zu führen, bis es kein Zurück mehr gibt.;;;;;;;;;;;;;;;;;;;;;;;;;
Blaues Blut haben;Adelig sein;Früher glaubte man, dass das Blut von Adligen heller und blauer sei als das von einfachen Leuten. Diese Vorstellung ist natürlich falsch, aber der Ausdruck hat sich als Synonym für Adel erhalten.;;;;;;;;;;;;;;;;;;;;;;;;;
