Warum liess Hitler den Schrifttyp Gothica abschaffen? ;"Hitler ließ 1941 nicht den Schrifttyp Gothica abschaffen, sondern es wurden die ""gotischen Schriften"" (richtiger eigentlich ""Frakturschriften"") verboten. Man hatte damals die Herkunft der Frakturschrift ""Schwabacher"" auf jüdische Ursprünge zurückgeführt. Die plötzlich zur ""Schwabacher Judenletter"" mutierte Schrift war daraufhin natürlich sofort verboten worden. Schöner Schwachsinn, oder?  Frakturschriften sind daher, obwohl sie gerne von Rechtsradikalen benutzt werden, eigentlich ""entnazifiziert""."
Warum sind der Mond- und der Menstruationzyklus gekoppelt? ;Sind sie nicht, sonst müssten ja alle Frauen gleichzeitig ihren Eisprung haben. Beide Zyklen sind im ähnlich lang: der Mondumlauf genau 28 Tage, der Menstruationszyklus liegt aber nur im Idealfall bei 28 Tagen, praktisch hängt das von so vielen Faktoren (Stress, Ernährung, Körperliche Verfassung, Hormonhaushalt etc.) ab, das von Übereinstimmung nicht gesprochen werden kann. 
Warum sind die Tastaturen von Taschenrechnern und Telefonen nicht identisch?;"Das erste experimentelle Tastentelefon entstand Ende der vierziger Jahre. Auf ihm befanden sich zwei untereinander angeordnete Zahlenreihen; die obere mit den Ziffern ""1"" bis ""5"" und die untere mit den Ziffern ""6"" bis ""9"". Der erforderliche Ton wurde mechanisch durch Zupfen von Metallblättchen erzeugt. Den Prototypen für das erste elektronische Tastentelefon entwarf 1959 die Gesellschaft von Bell. Fünf Jahre später wurde es auf der Weltausstellung in New York präsentiert und ging kurz darauf in Serie. Bei der Entwicklung der Tastenanordnung wurden etliche psychologische Tests an Versuchspersonen durchgeführt, um die ideale Konstellation herauszufinden. Hierbei stieß man auf verschiedene Probleme. Die Zweireihung, wie sie oben beschrieben ist, hatte zur Folge, dass man beim Wählvorgang relativ große Strecken zwischen den einzelnen Ziffern zurücklegen musste. Um die Entfernungen kurz zu halten, brauchte man eine nahezu quadratische Anordnung. Bei einem Tastenblock für zehn Ziffern war die Quadratur jedoch unmöglich. Letztendlich entschied man sich für die noch heute übliche Form, bei der die ersten neun Ziffern einen quadratischen Block bilden (drei Reihen mit je drei Ziffern) und die Null darunter mittig angeordnet sind. Die beiden Tasten links und rechts neben der Null waren auch damals schon vorhanden, allerdings waren sie lediglich ""reserviert für zukünftige Aktionen"". Im Grunde genommen ist dies eine fast einmalige Umkehrung des Designgrundsatzes ""form follows function"". Später folgte rechts noch die vierte Spalte, die der Tastatur endgültig eine quadratische Grundform verschaffte. Zur gleichen Zeit, das heißt Ende der fünfziger Jahre wurde parallel dazu die Taschenrechnertastatur entwickelt. Im Gegensatz zur Telefontastatur entstand eine von unten nach oben aufsteigende Anordnung der Ziffern, da man sich auf die alten Additionsautomaten berief, bei denen Ziffern mit niedrigeren Werten weiter unten angeordnet waren. Indem aber neben den Ziffern auch entsprechende Buchstaben angeordnet werden mussten, war eine solche Anordnung ungünstig, da diese von links nach rechts und von oben nach unten gelesen werden "
Warum sind längere Tunnel normalerweise nicht gerade gebaut, sondern weisen eine Krümmung auf?;Wenn der Tunnel gerade wäre, dann würden die Autofahrer durch das Tageslicht am Ende des Tunnels geblendet. Die angemessene Beleuchtung des Tunnels wäre dann viel aufwändiger. Tatsächlich kann man nämlich beobachten, daß der Innenteil des Tunnels viel schwächer beleuchtet ist als die Ein- und Ausgänge. 
Warum soll man nachdem man Kirschen gegessen hat, nicht anschließend viel trinken? Gibt wahrscheinlich Bauchschmerzen, aber wieso? Wegen der Gährung vielleicht?;Die Magenschmerzen entstehen durch Gärungsprozesse im Magen. Dafür müssen Keime vorhanden sein. Die gibt es zwar in Massen auf der Kirschschale, normalerweise gibt ihnen aber die Magensäure den Rest. Bei größeren Mengen von Kirschen (mehr als ein Pfund) kann der Magen allerdings überfordert sein und das Unheil nimmt seinen Lauf.  Früher hatte das Wasser oft mangelhafte Qualität und die in ihm enthaltenen Keime (Hefepilze) unterstützten die Gärprozesse. Heute sollte das Problem eigentlich nicht mehr existieren. 
Warum stammt der Begriff „Backfisch“ für ein junges Mädchen?;Kommt aus dem englischen „back fish“. Fische, die noch zu klein waren, werden wieder ins Wasser zurückgeworfen.
Warum weint man? (Also, ich meine nicht, wenn man was ins Augen gekriegt hat, sondern aus Trauer oder Freude) Ich könnte mir vorstellen, dass man so mit Gefühlen fertig wird, die einem sonst zuviel werden. Aber warum läuft einem da Wasser aus den Augen? ;1. Mit den Tränen scheidet der Mensch Schadstoffe aus, die sich bei starkem Streß und zahlreichen anderen emotionalen Anstrengungen im Körper ansammeln. So gilt wohl: Wer nicht weint, wird schneller krank. Er ist zum Beispiel anfälliger für Magengeschwüre oder Herzinfarkte. 2.Mit den Tränen wird Streß abgebaut. Das Weinen hat nämlich eine schmerzlindernde Wirkung - ähnlich wie Morphium. So verflüssigen sich durch Tränen Schmerzen, Leiden und körperliche wie auch seelische Anspannungen.  3. Weinen lockert die Muskulatur. Wer seine Tränen unterdrückt, verkrampft.  4.Tränen können Streit schlichten und ärger beseitigen. Denn: Sie rufen häufig Mitleid hervor.  5. Weinen räumt mitmenschliche Hürden aus dem Weg. Denn: Wer auch mal Tränen zeigt, wird bei anderen eher akzeptiert. 
"Warum werden Deutsche in Österreicher auch als ""Piefkes"" bezeichnet ? Woher stammt dieser Name?";"Dudens Herkunftswörterbuch behauptet zwar, die Herkunft dieses Kosenamens sei ungeklärt, allerdings gibt es da den Herrn Gottfried Piefke, seines Zeichens ""Director der gesamten Musikchöre der III. Armeekorps"". Piefke war anno 1866 bei der Schlacht von Königgrätz dabei. Angeblich stand er so nah am Getümmel, das er zum Selbstschutz sein Orchester mit dem Degen dirigierte. Er schrieb zum Gedenken an den Sieg den noch immer beliebten ""Königgrätzer"". Nach dem preußischen Sieg über Österreich dirigierte Piefke die Siegesparade (sein Bruder war auch dabei). Die Österreicher, die die Parade kommen sahen warnten ihre Landsleute mit dem Ruf: ""Die Piefkes kommen!"""
Warum werden die NS-Zwangsarbeiter erst jetzt bezahlt?;"Es gibt keinen richtigen Friedensvertrag nach dem 2. Weltkrieg der Reparationszahlungen etc. begründet hätte. Später wurde im sog. I.G.-Farben-Gesetz eine Frist zur Anmeldung aller Ansprüche gesetzt. Zudem existierte Das Londoner Schuldenabkommen aus dem Jahr 1953. Dort war geregelt, das Forderungen von Staatsangehörigen, aus Kriegsgegnerstaaten gegen Deutschland bis zur endgültigen Regelung der Reparationsfrage zurückgestellt würden. Zu diesen Forderungen zählten auch die Lohnforderungen der Zwangsarbeiter.  Die Möglichkeit Forderungen aus dem zweiten Weltkrieg gegen die Bundesrepublik geltend zu machen bestand wohl lange Zeit nicht, erst der Abschluss des 2+4-Vertrages am 12.09.1990 brachte eine vermeintliche Änderung der Rechtslage. Der 2+4 Vertrag hat die Funktion eines Ersatzfriedensvertrages, ohne jedoch Reparationsansprüche zu begründen. Daher betrachtet die Bundesregierung naturgemäß einen Zahlungsgrund als nicht gegeben.  Man bemüht sich also um eine ""rechtsneutrale"" Lösung durch eine ""freiwillige"" Stiftung, in die die Nutznießer der Zwangsarbeit und der Bund einzahlen. Ob US-Sammelklagen eine Rechtswirkung hätten ist nicht sicher, der Imageverlust der Firmen ist allerdings garantiert. "
Warum werden im Französischen o/a und e immer als eine Type gebraucht, sind also miteinander verbunden?;"Ich muss gestehen, ich kann mich so aus dem Stehgreif nicht an solche Ligaturen in Frankreich erinnern, aber das muss nix heißen. Ursprünglich waren auch unsere Umlaute solche AE, UE und OE-Verbindungen. Die Schreiber in den Klöstern schrieben (wohl auch aus Platzgründen) diese Doppellaute aneinander. Im Mittelalter wurden die Umlaute wohl auch noch getrennt ausgesprochen.  In der Weiterentwicklung rutschte das E in der Ligatur erst über den begleitenden Vokal und wurde schließlich auf unsere beiden Striche reduziert. Es kann also gut so sein, das die französische Schreibweise, wie auch die in Skandinavien gebräuchliche, noch eine ""evolutionäre Zwischenstufe"" darstellen. "
Warum wird Bart Simpson von einer Frau gesprochen?;Damit jemand kontinuierlich die Rolle sprechen kann, wird er von einer Frau gesprochen. Ein kleiner Junge würde irgendwann in den Stimmbruch kommen.
Warum wird ein Bisquit über Nacht weich, ein Baguette aber hart?;Ein Bisquit besteht aus Zucker und Salz. Beides nimmt viel Feuchtigkeit auf. Ein Baguette hat beides nicht.
Warum wird es nachts in der Wüste immer so kalt?;Sand besteht aus Quarz und Quarz hat eine schlechte Wärmeleitfähigkeit.
Warum wird in der Leichtathletik, in den Stadien immer Links-herum, also gegen den Uhrzeigersinn gelaufen?;"Es ist ein bekanntes Phänomen, dass der Mensch (im Durchschnitt) besser gegen den Uhrzeigersinn läuft. Das soll damit zusammenhängen, dass normalerweise das rechte Bein etwas stärker ist. Aber nicht nur Laufbahnen, sondern auch Supermärkte folgen dieser Regel. Die meisten Geschäfte sind ""Linksläufer"". Die verschieden starken Beine bewirken auch, dass man nicht geradeaus laufen kann. Wenn man ohne landschaftliche Bezugspunkte (z.B. in der Wüste) versucht geradeaus zu laufen, läuft man meist eine Linkskurve - und verirrt sich völlig. "
Warum wird man in Amerika beim Schmuggeln von Überraschungseiern verhaftet?;Ein Gesetz von 1938 besagt, dass keine Süßigkeiten mit eingearbeitetem Spielzeug verkauft werden darf.
"Warum wird New York ""Big Apple"" genannt?";"Um diesen Namen ranken sich die Legenden. Meistens geht es dabei ums Geld verdienen: Zum ersten Mal taucht der Begriff in Edward S. Martin's Buch ""Der Reisende in New York"" auf. Er beschreibt NY als die Frucht eines Baumes, dessen Wurzeln hinunter ins Mississippi Tal und dessen Äste von einem Ozean zum anderen reichen. Der Sport Journalist John F. Fitzgerald griff die Metapher in den 20er Jahren wieder auf, er nannte seine Pferderennsport-Kolumne im Morning Telegraph ""The Big Apple..."" In den 30er Jahren wurde der Begriff oft von Jazzmusikern benutzt, die in New York den größten Apfel am Baum des Erfolgs sahen, hier konnte man richtig groß werden. Seit den 70ern ist ""The Big Apple"" der offizielle Beiname der Stadt. J.F. Fitzgerald wurde die Ehre zuteil, dass der Platz (Broadway/West 54th Street), an dem er 29 Jahre lang lebte offiziell ""Big Apple Corner"" benannte. "
Was bedeuten eigentlich die komischen orangenen Schilder auf denen Pfeile und Zahlen zu lesen sind. Meistens stehen sie vor Brücken?;"Die Schilder bezeichnen die militärische Lastenklasse von Fahrzeugen.  Sie sollten also einem ""Fachmann"" sagen, ob die Brücke für sein Fahrzeug zugelassen ist, oder nicht. Es wird angegeben, i. d. Regel getrennt für Rad- und Kettenfahrzeuge, wie schwer ein Fahrzeug sein darf, um diese Brücke zu benutzen und das ganze im Ein-Weg Verkehr oder bei Verkehr in beide Fahrtrichtungen.  Die Zahlen stehen für einen Koeffizienten, der sich aus der Masse des Fahrzeuges und dem spezifischen Bodendruck pro Auflagefläche berechnet. "
"Was bedeutet ""Lakuna""";"Bei alten Schriftstücken (Pergament, Leder, Papier) ist eine ""Lakuna"" ein Stück, das herausgebrochen ist, so dass der Text nicht mehr vollständig lesbar ist. Lakunen gibt es zum Beispiel bei den Texten, die man im Qumran gefunden hat, aber auch in den Manuskripten von Charles Foucault. "
Was bedeutet „Phillumenie“;Phillumenie ist das Sammeln von Zündholzetiketten
"Was bedeutet das ""G"" in der Bezeichnung ""G-8 Gipfel"", dem jährlich stattfindenden Treffen der 7 goßen Wirtschaftsnationen und Russland?";"G8 steht für Group of Eight. Es gab 1962 auch schon die G 10 aus USA, Japan, Frankreich, Vereinigtes Königreich, Deutschland, Italien, Kanada, Belgien, Niederlande, Schweden und der Schweiz. Das sind zwar 11 Mitglieder, aber G10, denn die Schweiz hat mitgezahlt, wurde aber nicht mitgezählt. Diese G10 haben über den Weltwährungsfonds den ärmeren Staaten Geld zur Verfügung gestellt. Die aktuelle G8-Gruppe war anfangs (ab 1973) nur: USA, Japan, Frankreich, Vereinigtes Königreich, Deutschland = G5; später auch Italien = G6. ab 1976 auch Kanada = G 7 danach auch die EG, wird aber nicht mitgezählt. seit 1996 ist auch Russland dabei, also eigentlich = G8, aber die G7 spricht mit Russland nur über Politik, nicht über Weltwirtschaft."
"Was bedeutet die Silbe ""Kar"" in Karfreitag etc.?";"Die Silbe Kar- stammt ab von mittelhochdeutsch ""chara"" = Sorge, Traue. Heute benutzt man in England noch das Wort ""care"" mit ähnlicher Bedeutung. "
"Was erzeugt das ""Meeresrauschen"", das man in einer Muschel hören kann?";"Es sind genaugenommen zwei Effekte, die hier zusammenkommen. 1. Sämtliche (auch die leisesten) Geräusche (also Schallwellen, nicht Strömungen) versetzten die Muschel in Resonanz. (das lauteste Geräusch ist in dieser Situation übrigens das strömende Blut im Ohr!) Dadurch wird auch die geschwungene Luftsäule im Inneren der Muschel zum Schwingen angeregt, was wiederum die Geräusche verstärkt. (Durch die multifrequente Überlagerung entsteht sog. ""weißes Rauschen"".) Durch diese Verstärkung wird das Rauschen für uns hörbar. 2. Da die Ohrmuschel durch die Meeresmuschel von anderen Schallquellen isoliert ist, kann das Gehirn sich besser auf diese Geräusche konzentrieren. (Man spricht auch vom ""Intelligenten Hören“!)  Aus diesen zwei Gründen ist es auch schlicht unmöglich, das typische ""Muschel-Rauschen"" mit einem Mikrophon aufzunehmen! (Probiert es aus!) Du kannst vielleicht ein Rauschen aufnehmen (Hochregeln der Aufnahmeempfindlichkeit), aber dieses unterscheidet sich nicht vom Rauschen ""ohne"" Muschel!! Der gleiche Effekt lässt sich übrigens auch mit anderen Resonanzkörpern erzielen, zum Beispiel mit Konservendosen oder auch mit den bloßen Händen. Entscheidend ist einfach, dass in dem Hohlkörper eine eingeschlossene Luftsäule vorhanden ist, in der die Geräusche durch Resonanz verstärkt werden können. Deshalb ist es eigentlich schon falsch, von einer ""Muschel"" zu sprechen, da diese in der Biologie eigentlich immer zweischalig ist und damit nicht über eine Luftsäule in dieser Form verfügt. Ein Rauschen hört man nur in den ""Meeresschnecken""."
Was ist das Neue am Neoliberalismus, wodurch unterscheidet er sich vom alten Liberalismus?;"Unter Liberalismus im Allgemeinen versteht man eine Staats-, Wirtschafts- und Gesellschaftsauffassung, die von der Freiheit des Einzelnen im Sinne der freien Entfaltung der Persönlichkeit als grundlegendem Wert menschlichen Zusammenlebens ausgeht. Die ""freie Marktwirtschaft"" (ohne Einwirkung des Staates) ist eine der historisch/politischen Ausprägungen des Liberalismus.  Nach dem 2. Weltkrieg war der Neoliberalismus, nach den Rückschlägen durch totalitäre Ideologien, um eine Modifizierung auf wirtschaftlichem Gebiet bemüht. Aufgabe des Staates in einer solchen Wirtschaftsordnung ist die Schaffung bzw. Erhaltung der Rahmenbedingungen für diesen freien Wettbewerb (""soziale Marktwirtschaft""). "
Was ist das Sankt-Florians-Prinzip?;"""Heiliger Sankt Florian, verschon' mein Haus, zünd' andre an!"". Wer nach dem Sankt-Florians-Prinzip handelt, kümmert sich nicht um andere. Die Hauptabsicht ist wohl, sich selbst unbeschadet aus der Affäre zu ziehen. Man wendet das Prinzip scheinbar öfters in der Politik an."
Was ist der Mpemba-Effekt:;Stellt man heißes Wasser und kaltes Wasser gleichzeitig in die Kühltruhe, so gefriert das heiße Wasser zuerst. Dieser Effekt wurde 1969 von einem High-School-Schüler namens Mpemba aus Tansania entdeckt, als er Eiscreme herstellen wollte. Erste geschichtliche Erwähnung fand er aber auch schon durch Aristoteles 300 v. Chr., und später auch durch Bacon (1600) und Descartes. Es wurden einige verschiedene Theorien für die Ursache entwickelt, allerdings ist der exakte Grund bis heute unschlüssig, da er unter verschiedenen Bedingungen immer unterschiedlich ausfällt.
"Was ist der offizielle Name der Trophäe ""Oscar""?";"Der ""Oscar""-Preis ist offiziell ""The Academy Award of Merit"". Dabei handelt es sich um die ""Academy of Motion Picture Arts and Sciences"". Filmgewerbeinsider nennen die Statue ""the Academy Statuette"" ,""the golden trophy"" oder ""the statue of merit."" Die Bezeichnung "" Iron Man"" die eine Filmzeitschrift aufbrachte konnte sich nie durchsetzen."
Was ist der Unterschied zwischen US Colleges und Universities?;"Colleges bieten nur die Ausbildung bis zum Bachelor an, also 4 Jahre. Ausserdem gibt's Community Colleges, die auch Ausbildungen anbieten wie Feuerwehrmann usw.  Universities bieten Bachelor, anschliessend auch Master und wer weiter in die ""Graduate School"" will, ein PhD (Doktor). Man kann auch zuerst am College den Bachelor machen und dann weiter an die Universität zur Graduate School gehen, aber das ist eher die Ausnahme. Für Medizin und Jura ist die Ausbildung sowieso anders als in Deutschland, aber das ist hier jetzt egal."
"Was ist der Ursprung des Wortes ""Depp""?";"Depp geht zurück auf frühneuhochdeutsch ""tapp"", wie es auch im Wort ""tappen"" enthalten ist. Ein Depp ist jmd. der ""täppisch"" geht und zugreift. Ein ungeschickter Mensch. "
"Was ist ein ""Haderlump"" ?";"Hadern sind die zerkleinerten Textilfasern, die man zur Herstellung von besonders wertvollem Papier benötigt. In der Frühzeit der Papierherstellung, als man noch keinen Zellstoff kannte, waren sie sogar die einzige ""Rohstoffquelle"". Da man aber im Mittelalter nicht die Mengen Textilien besaß wie heute, wurden nur die alten Lumpen zur Papierherstellung abgegeben, die nun wirklich niemand mehr anziehen wollte. Normalerweise waren die Dinger dreckig, oft war jemand darin gestorben etc. Nach der Pest erlebte aus diesem Grund die Papierherstellung in Europa eine Blüte... Die Frauen, die die Lumpen zerkleinern mussten, saßen auf einer Bank, auf der ein nach oben gestelltem Messer montiert war. An diesem Messer zerrissen sie den Stoff, bevor er gereinigt wurde. Du kannst dir bestimmt vorstellen, was passierte, wenn sich eine der Damen in den Finger geschnitten hat. Den Männern ging es allerdings nicht viel besser, da man glaubt, dass die Papierherstellung am besten mit kaltem Wasser funktionierte, fingen die Jungs um 3.00 Uhr in der Frühe an Papier zu schöpfen, dabei waren sie mit den ganzen Oberarmen im Wasser. Gicht und andere fiese Krankheiten waren die Folge. Aber zu deiner Frage: ein Haderlump, ist also ein Lumpen, der so am Ende ist, das man aus ihm Hadern herstellen darf. Es ist also wirklich das allerletzte."
Was ist ein Erdmöbel?;In der offiziellen Sprache der DDR war es ein Sarg.
Was ist ein Kantersieg;"Ein Kantersieg ist ein leichter, müheloser Sieg meist mit erheblichem (Tor)vorsprung. Der Begriff ""Kanter"" stammt aus dem Englischen wo canter (Kurzform von ""Canterbury Gallop"") einen kurzen, leichten Galopp bezeichnet. ""To win in a canter"" hieß also ursprünglich mit einer kurzen Anstrengung gewinnen. "
Was ist ein Rhinotillexomane?;Ein Nasenbohrer
Was ist ein Schluckauf?;"Bei einem Schluckauf zieht sich das Zwerchfell krampfartig zusammen und die Stimmritze verschließt sich plötzlich. Dadurch wird das Einströmen der Luft unterbrochen und es entstehen die typischen Schluckauf-Laute. Kurzandauernder Schluckauf ist medizinisch meist ohne Bedeutung. Ständig wiederkehrender oder langandauernder Schluckauf kann jedoch die Lebensqualität erheblich beeinträchtigen.  Wenn man den Schluckauf ""vergisst"" kann sich das Zwerchfell am schnellsten wieder beruhigen. Der lateinische Name für S. ist ""Singultus""."
Was ist eine Burlesque Show? ;Das ist eine Gattung des musikalischen Theaters mit Travestieelementen und u.U. Striptease. 
Was ist eine Krause-Glucke?;Ein Speisepilz
"Was ist jetzt nun eigentlich ein ""Schwipp-Schwager""?";"Ganz einfach: Also, wir nehmen an: Du hast einen Bruder und Du bist verheiratet. Dein Ehepartner hat einen Bruder - das ist Dein Schwager. Und Dein Schwager ist für Deinen Bruder der Schwippschwager. Blutsverwandtschaft besteht keine, weder zwischen Schwagern noch Schwippschwagern. Wie das im alten Ägypten war und in kleinen abgelegenen Bergdörfern noch ist, weiß ich nicht genau ;-)"
Was ist Meteorismus?;Als Meteorismus bezeichnet man Blähungen
Was machte Winston Churchill am 30.11.1874 bei einer Tanzveranstaltung im Blenheim Palacein einer Damengarderobe?;Er wurde dort geboren.
Was misst ein Fieberthermometer?;Seine eigene Temperatur
Was passiert, wenn ein Transportbeton Transportfahrzeug (vulgo 'Betonmischer') eine Panne hat, und die Trommel nicht mehr bewegt werden kann und somit der Beton aushärten kann.;Tatsächlich ist sowas schon passiert, und wenn die Trommel voll ist, muss sie ausgebaut und weggeworfen werden. Wenn sich nur eine kleine Menge Frischbeton in der Trommel befindet, kann offenbar auch jemand hineinklettern und den harten Beton mit dem Presslufthammer herausmeisseln. (Man muss sich mal vorstellen, was das wohl für einen Lärm macht!) Aber auch dabei wird die Trommel beschädigt.
Was rollt gegen Sommer auf Seide über die Alpen?;Die Tour de France – weil die Reifen z.T. aus hochfester Seide hergestellt sind.
"Was sind die ""sieben Weltmeere""?";"Es gibt natürlich die bekannten drei ""Ozeane"" (atlantischer, pazifischer und indischer Ozean) dazu gibt es noch acht (!) ""Mittelmeere"", also weitgehend von Landmassen umschlossene Nebenmeere eines Ozeans. Diese unterteilt man in vier große (das Arktische (Nordpolarmeer), das Amerikanische (Karibische See und Golf von Mexiko), das Australische (Begrenzt von den Sundainseln, Australien, Neuguinea, den Philippinen und dem asiatischen Festland), und unser Europäisches Mittelmeer. Wegen ihrer Bedeutung wurden sie früher als selbstständige Meere betrachtet und zu den ""Sieben Weltmeeren"" gezählt. Die restlichen ""Kleinen Mittelmeere"" sind: Ostsee, Hudson Bay, Rotes Meer und Persischer Golf. Außerdem gibt es noch Randmeere, die lediglich breite Einbuchtungen von Landmassen darstellen (Bsp.: Nordsee)."
Was sind Duckdalben?;Duckdalben sind die Holzpfähle, an denen die Schiffe festgemacht werden.
Was sind Ealing Comedies ? ;"Der Name ist eine gebräuchliche Verballhornung von ""Healing Comedies"", eine speziell britische Humorfilmform, die mit der Einführung des britischen kostenlosen Gesundheitssystems begann und um 1955 endete. In diesen Filme spielte normalerweise ein dralle blonde Krankenschwester mit Cockney-Akzent mit (daher Aussprache ""ealing"" statt ""healing"" )"
Was sind Epheliden?;Epheliden sind Sommersprossen.
Was sind Futures?;"Futures sind kurz gesagt Termingeschäfte.  Man kennt das aus dem Film ""Die Glücksritter"" mit Eddie Murphy. Das heißt, man schließt einen Vertrag zu einem bestimmten Zeitpunkt, eine bestimmte Ware, zu einem bestimmten Preis zu kaufen bzw. zu verkaufen.  Beispiel (sehr grob) Auf einem Volksfest stellt ein junger Mann fest, dass mittlerweile eine Maß Bier 10,- DM kostet. Er geht davon aus, dass die Maß im nächsten Jahr mehr als 11,- Dm kosten wird. Deshalb reserviert er beim Wirt für sich einen Krug Bier zum alten Preis, der Wirt verlangt dafür eine Gebühr von 1,- DM. Die Vereinbarung gilt bis zum nächsten Volksfest.  Damit hat der Bierfreund das Recht erworben, einen Liter Bier für 10,- Dm zu erwerben. (Basispreis) Hierzu kommt noch der Optionspreis von 1,- DM Der Bierpreis muss also über 11,- DM steigen, damit unser cleverer Freund einen Gewinn macht. Seine Prognose geht auf: Im folgenden Jahr steigt der Preis sogar auf 12,- DM Er kann nun seine Option ausüben und einen Liter Bier für 10,-DM kaufen. Danach entschließt er sich, den Liter für 12,-DM weiterzuverkaufen. Eine Mark riskiert, zwei Mark eingenommen. Gewinnspanne auf den Optionseinsatz 100 Prozent. Der Bierpreis ist aber nur um 20 Prozent gestiegen. Hier kommt die Hebelwirkung zur Geltung, die Termingeschäfte (oder Optionsscheinhandel) so attraktiv macht. Bei einem Preis von 10,50 DM für eine Maß, hätte er allerdings einen Verlust von 50 Prozent erlitten, wäre der Bierpreis unverändert geblieben, hätte er sogar seinen kompletten Einsatz verloren.  Dieses Beispiel wurde gut geklaut aus : Euro am Sonntag. Beim richtigen Terminhandel hätte unser Bierliebhaber, sein Bezugsrecht zwischenzeitlich verkaufen können, je nachdem wie sich die Marksituation verändert hätte sogar mit deftigem Gewinn, allerdings bleibt das Risiko für den, der am Stichtag das Bezugrecht besitzt, der muss nämlich das Bier zum vereinbarten Preis abnehmen, egal was der Liter dann kostet. Das ist bei Bier noch halb so wild, kommt man aber auf diesem Weg in den Besitz von 150 lebenden Schweinen, ist der Spaß schnell vorbei. Echte Termingeschäfte sind allerdings brutal viel komplexer. Wer den Markt nicht genauestens kennt, kann sehr schnell auch viel Geld verlieren."
Was sind Satellitenmännchen?;Es handelt sich um Ochsenfrösche, deren Lockruf so mickrig ist, dass sie kein Weibchen finden. Deshalb befinden sie sich in der Nähe von größeren, stärkeren Ochsenfröschen, die die Weibchen anlocken. Wenn eins kommt, fangen sie es vorher ab, um auch mal zum Zuge zu kommen.
Was steckt hinter der Sitte beim Gähnen die Hand vor den Mund zu nehmen?;Man hatte im Mittelalter die Angst, dass die Seele aus dem Körper geht bzw. böse Geister durch den Mund in den Körper kommen.
"Was versteht man eigentlich unter einem ""Zapfenstreich"" und woher kommt das.";"Als ""Zapfenstreich"" bezeichnet man das Signal, das den Soldaten anzeigt, dass sie in der Kaserne sein müssen. Ursprünglich ging der Feldwebel an den Bierfässern der Marketender vorbei und strich (klopfte) mit einem Stab über den Zapfhahn. Damit wurde der Ausschank eingestellt. Dann gibt es noch den ""Großen Zapfenstreich"" ein militärmusikalisches Ritual, das nur zu besonderen Anlässen durchgeführt wird. Rezept Zapfenstreich preußischer Art: Man nehme: 1 Musikkorps, 1 Kompanie Infanterie, Fackelträger. Die Musikfolge besteht (in der Original preußischen Tradition von 1838) aus: Serenade (bestehend aus Werken großer Meister und Lieblingsmelodien des mit dem Zapfenstreich zu Ehrenden) und dem eigentlichen Zapfenstreich mit der Folge: Locken, Zapfenstreichmarsch, Harmonischer Zapfenstreich der Reiterei (die „3 Posten”), Zeichen zum Gebet, Gebet („Ich bete an die Macht der Liebe ...”), Abschlagen nach dem Gebet, Ruf nach dem Gebet (dem Amen in der Liturgie entsprechend), Nationalhymne. Jetzt darf man nicht glauben, dass ein solches pompöses Ritual nur im deutschen Raum existiert. Das englische ""Tattoo"", das alljährlich zum Geburtstag von Queen Lisbeth aufgeführt ist, ist nichts anderes. ""Tattoo"" leitet sich ab aus dem holländischen (Wilhelm von Oranien war ja mal Chef in England) ""tat to"" (oder so ähnlich) was nichts anderes heißt, als ""Zapfhahn zu"". "
Was versteht man unter Nullipara?;Es ist eine Frau, die noch nie entbunden hat. Primipara: Eine Frau die zum ersten Mal entbunden hat (Erstgebärende). Pluripara: Eine Frau, die 2–5-mal entbunden hat Mehrgebärende). Multipara: Eine Frau, die mehr als 5-mal entbunden hat (Vielgebärende). 
Weißt Du, was die Abkürzung IKEA bedeutet?;"Die Abkürzung bedeutet nicht etwa ""Idioten kaufen einfach alles"" sondern steht für ""Ingvar Kamprad aus Elmtaryd bei Agunnaryd"". Ingvar Kamprad gründete 1943 das Unternehmen, er stammte von dem Elmtaryd bei dem südschwedischen Dorf Agunnaryd. IKEA verkaufte anfangs Kugelschreiber, Geldbörsen, Bilderrahmen, Uhren, Schmuck und Nylonstrümpfe."
Welche Nationalität hatte Kleopatra.;Kleopatra war Ptolemäerin. Sie war die letzte griechische Königin außerhalb Griechenlands von Abstammung des makedonischen Generals Ptolemäus, der an der Seite Alexanders des Großen gekämpft hatte.
Welche Sprachen schreiben wie die Deutschen nicht nur Eigennamen und Satzanfänge groß? Warum die und andere nicht? ;"Mir fiel so auf Anhieb keine andere Sprache ein. Für Kyrillisch und andere Schriftsprachen, kann ich allerdings nicht die Hand ins Feuer legen.  Die Entwicklung unserer europäischen Schrift beginnt mit der Römischen ""Capitalis Quadrata"" die nur aus Großbuchstaben bestand. Erst im 8 Jhd. n. Chr erschienen Kleinbuchstaben in einer ""Halbunziale"" genannnten Schrift. Die verbreitetste Schrift des Mittelalters war die ""karolingische Minuskel"", die wie der Name schon sagt, nur aus Kleinbuchstaben besteht.  Die heute bei uns gebräuchlichen Antiquaschriften sind eine Verbindung aus römischen Großbuchstaben und karolingischen Kleinbuchstaben. Die Großbuchstaben wurden nicht mehr nur als Initialen bei sondern auch zur Kenntlichmachung von Satz- bzw. Versanfängen und Namen genutzt. An der Logik der Groß- uns Kleinschreibung, die wir heute im Deutschen benutzen ist hauptsächlich Herr Duden schuld, der verbindliche Regeln aufstellte. "
